"","","kunguru"
"","","simba"
"","","tembo"
"","fill_in_the_blanks","Ninahitaji kwenda kuwachukua mke na wanangu pembezoni mwa mto"
"","","mke"
"","","rafiki"
"","","mwalimu"
"","","baba"
"","meanings","utamu"
"","","yenye kupendeza kusogolea, tamu"
"","meanings","tuhuma"
"","","kuchukua tahadhari juu ya mtu fulani"
"","meanings","umbali"
"","","urefu wa nafasi kati ya hatua mbili"
"","meanings","hatimaye"
"","","mwishoni"
"","meanings","tonge"
"","","kipande kidogo cha chakula"
"","meanings","hasirsa"
"","","hasira mbaya, "
"","meanings","yowe"
"","","kulia kwa nguvu ghafla"
"","meanings","chini ya"
"","","kuongeza au sambamba kwenda chini"
"","picture","mamba"
"","picture","moto"
"","picture","buibui"
"","picture","kunguru"
"","words","asubuhi"
"","words","nta"
"","words","giza"
"","words","kupotea"
"Anansi_na_Hekima_Anansi_and_Wisdom","multiple_choice","Mungu Nyame alihifadhi wapi Hekima?"
"","","kwenye chungu kilichotengenezwa kwa udongo"
"","","kabatini"
"","","kwenye begi"
"","","boksi la mbao"
"","multiple_choice","Anansi alijaribu kuhifadhi wapi chungu?"
"","","juuu ya mti mrefu"
"","","shimoni"
"","","pangoni"
"","","mawinguni"
"","multiple_choice","Kwanini Anansi alikasirika?"
"","","kwasababu mwanawwe alikua mwerevu kumzidi yeye"
"","","kwasababu alikua na njaa"
"","","kwasababu alikua mwenyewe"
"","","kwasababu hakuweza kupanda mti"
"","fill_in_the_blanks","Siku moja, Nyameakaamua kumpa Anansi chungu hicho kilichojaa ujuzi na hekima tele."
"","","hekima"
"","","maziwa"
"","","maji"
"","","asali"
"","fill_in_the_blanks","Anansi alifungia kamba hiyo kwenye kiuno chake."
"","","kiuno"
"","","kichwa"
"","","uso"
"","","mkono"
"","fill_in_the_blanks","Watu waliipata hekima wakajua kulima, kushona nguo, na kuunda vyombo vya chuma."
"","","hekima"
"","","chakula"
"","","maji"
"","","hewa"
"","meanings","panda"
"","","kwenda juu ya sehemu iliyoinuka"
"","meanings","tumbo"
"","","kiungo cha ndani ya mwili ambacho mmeng'enyo wa chakula hufanyika"
"","meanings","mkeka"
"","","kitu kilichoundwa kwa muingiliano wa nyuzi"
"","meanings","hekima"
"","","ubora wa kuwa na ujuzi na maarifa"
"","meanings","hasira"
"","","kuhisi au kuonyesha chuki"
"","meanings","mjanja"
"","","mwenye kuelewa haraka"
"","meanings","chombo"
"","","ni kitu ambacho kinachoweza kushikwa upande mmoja"
"","meanings","chini"
"","","hatua ya mwanzo"
"","picture","wingu"
"","picture","chungu"
"","picture","kipande"
"","picture","mti"
"","words","mmea"
"","words","kitu"
"","words","badala"
"","words","kushirikisha"
"Anansi_na_Tai_Anansi","multiple_choice","Anansi na Sungura waliishi wappi?"
"","","kwa amani katika kijiji kilichokuwa milimani."
"","","mji ulio bize"
"","","mji mdogo"
"","","mtaa uliojaa"
"","multiple_choice","Anansi alijaza nini kwenye kikapu kikubwa"
"","","fedha"
"","","karoti"
"","","asali"
"","","chakula"
"","multiple_choice","mwishoni. Nani alipata shamba?"
"","","Sungura?"
"","","Anansi"
"","","tai"
"","","mwizi"
"","fill_in_the_blanks","sungura alimiliki shamba kubwa lenye wingi wa mboga mboga na matunda"
"","","mboga mboga"
"","","wanyama"
"","","miti"
"","","kondoo"
"","fill_in_the_blanks","Anansi aliona Tai amekaa kwenye kikapu chake"
"","","tai"
"","","Sungura"
"","","Kunguru"
"","","mwizi"
"","fill_in_the_blanks","Buibui, Anansi, alielekea nyumbani akiwa amebeba kikapu chakeki chwani huku akiimba."
"","","kikapu"
"","","matunda"
"","","nguo"
"","","viatu"
"","meanings","manyunyu"
"","","mvua ndogo nyepesi yenye kutiririka kwa matone"
"","meanings","amani"
"","","huru kutoka kwenye fujo"
"","meanings","thamani"
"","","thamani kubwa"
"","meanings","kulinda"
"","","weka salama kisipate madhara"
"","meanings","hasira"
"","","hasira kubwa"
"","meanings","jadili"
"","","kuongelea kuhusu kitu fulani na watu"
"","meanings","hukumu"
"","","maamuzi ya mahakama ya sheria au hakimu"
"","meanings","maamuzi"
"","","hitimisho au azimio lililofikiwa baada ya kuridhia"
"","picture","nyumba"
"","picture","fedha"
"","picture","kikapu"
"","picture","barabara"
"","picture","wingu"
"","picture","kilima"
"","picture","tai"
"","picture","sungura"
"","words","rafiki"
"","words","mahindi"
"","words","mwaga"
"","words","mboga"
"Anansi_na_Tai_Anansi_and_Vulture","multiple_choice","Anansi na Sungura waliishi wappi?"
"","","kwa amani katika kijiji kilichokuwa milimani."
"","","mji ulio bize"
"","","mji mdogo"
"","","mtaa uliojaa"
"","multiple_choice","Anansi alijaza nini kwenye kikapu kikubwa"
"","","fedha"
"","","karoti"
"","","asali"
"","","chakula"
"","multiple_choice","mwishoni. Nani alipata shamba?"
"","","Sungura"
"","","Anansi"
"","","tai"
"","","mwizi"
"","fill_in_the_blanks","sungura alimiliki shamba kubwa lenye wingi wa mboga mboga na matunda"
"","","mboga mboga"
"","","wanyama"
"","","miti"
"","","kondoo"
"","fill_in_the_blanks","Anansi aliona Tai amekaa kwenye kikapu chake"
"","","tai"
"","","Sungura"
"","","Kunguru"
"","","mwizi"
"","fill_in_the_blanks","Buibui, Anansi, alielekea nyumbani akiwa amebeba kikapu chakeki chwani huku akiimba."
"","","kikapu"
"","","matunda"
"","","nguo"
"","","viatu"
"","meanings","manyunyu"
"","","mvua ndogo nyepesi yenye kutiririka kwa matone"
"","meanings","amani"
"","","huru kutoka kwenye fujo"
"","meanings","thamani"
"","","thamani kubwa"
"","meanings","kulinda"
"","","weka salama kisipate madhara"
"","meanings","hasira"
"","","hasira kubwa"
"","meanings","jadili"
"","","kuongelea kuhusu kitu fulani na watu"
"","meanings","hukumu"
"","","maamuzi ya mahakama ya sheria au hakimu"
"","meanings","maamuzi"
"","","hitimisho au azimio lililofikiwa baada ya kuridhia"
"","picture","nyumba"
"","picture","fedha"
"","picture","kikapu"
"","picture","barabara"
"","picture","wingu"
"","picture","tai"
"","picture","kilima"
"","picture","sungura"
"","words","rafiki"
"","words","mahindi"
"","words","mwaga"
"","words","mboga"
"Barua_kwa_mama_Letter_to_mum","multiple_choice","mama alikua anaenda wapi"
"","","hospitali"
"","","duka"
"","","kazi"
"","","soko"
"","multiple_choice","niliandika nini?"
"","","barua kwa mama"
"","","kitabu"
"","","kazi ya nyumbani"
"","","shairi"
"","multiple_choice","mama alikua anaenda kuchukua nini hospitali?"
"","","mtoto"
"","","paka"
"","","matunda"
"","","vitabu"
"","fill_in_the_blanks","mamako anaenda hospitalini kujifungua mtoto"
"","","mama"
"","","baba"
"","","dada"
"","","kaka"
"","fill_in_the_blanks","tutakupenda wakati wote"
"","","penda"
"","","chukia"
"","","kuita"
"","","fundisha"
"","fill_in_the_blanks","tafadhali harakisha urudi nyumbani"
"","","nyumbani"
"","","shule"
"","","dukani"
"","","mtoni"
"","meanings","maliza"
"","","kufikisha kazi katika mwisho"
"","meanings","hospitali"
"","","Taasisi inayotoa huduma za kiafya"
"","meanings","elezea"
"","","kufanya wazo wazi kwa mtu"
"","meanings","kufuata"
"","","kwenda baada ya... au kuja baada ya..."
"","picture","kiti"
"","picture","kitabu"
"","picture","begi"
"","picture","penseli"
"","words","ndogo"
"","words","bega"
"","words","elewa"
"","words","nje"
"Basi_kubwa_la_bluu_Big_blue_bus","multiple_choice","basi kubwa lilikua la rangi gani?"
"","","bluu"
"","","nyekundu"
"","","kijani"
"","","nyeupe"
"","multiple_choice","Ebei alitaka kununua nini mjini?"
"","","sare ya shule"
"","","pipi"
"","","viatu"
"","","kalamu"
"","multiple_choice","nini kiliikumba basi kubwa"
"","","liliharibika"
"","","limekuja kwa wakati"
"","","limepita njia nyingine"
"","","limejaa"
"","fill_in_the_blanks","kulikua na basi moja tu katika kijiji cha Ebei"
"","","basi"
"","","mti"
"","","mbwa"
"","","nyumba"
"","fill_in_the_blanks","Ebei na mama yake walikua wa kwanza kuingia"
"","","kuingia"
"","","kukimbia"
"","","kutambaa"
"","","kurukaruka"
"","fill_in_the_blanks","Ebei alitazama dirishani"
"","","dirishani"
"","","mlangoni"
"","","nyumba"
"","","shule"
"","meanings","safiri"
"","","tengeneza safari"
"","meanings","subiri"
"","","kaa alipo mmoja"
"","meanings","kelele"
"","","sauti ya juu isiyo na mpangilio"
"","meanings","sare"
"","","mavazi yanayolingana yavaliwayo na watu wa aina moja"
"","meanings","kupaza"
"","","kutoa sauti kubwa"
"","meanings","kulalamika"
"","","kuelezea kutokuridhishwa au kukerwa na kitu"
"","meanings","vumbi"
"","","unga mwepesi uliokauka wenye chembechembe za ardhi"
"","meanings","dirisha"
"","","uwazi katika ukuta au paa la nyumba au gari"
"","picture","basi"
"","picture","nyumba"
"","picture","kitanda"
"","picture","sare"
"","words","kijiji"
"","words","kesho"
"","words","watu"
"","words","kimbia"
"Bi_Simu","multiple_choice","ana simu ngapi?"
"","","tano"
"","","moja"
"","","mbili"
"","","tatu"
"","multiple_choice","simu yake ya wardi ilikua kwaajili ya nini?"
"","","kuwasiliana na marafiki zake wa dhati"
"","","kuwasiliana na bosi"
"","","kuwasiliana na polisi"
"","","kuwasiliana na wazazi wake"
"","multiple_choice","bi simu anapendelea nini?"
"","","watu kufurahi"
"","","kupigana"
"","","kukimbia"
"","","kutembea"
"","fill_in_the_blanks","simu ya rangi ya kijani ni kwaajili ya kuwasiliana na familia yake"
"","","familia"
"","","wanyama"
"","","miti"
"","","mbwa"
"","fill_in_the_blanks","Ile ya kizambarau anaitumia kuwasiliana na watu wanaohitaji msaada wake."
"","","zambarau"
"","","nyeupe"
"","","nyeusi"
"","","kijani"
"","fill_in_the_blanks","Huwaalika watoto kuangalia runinga katika duka lake."
"","","watoto"
"","","watu wazima"
"","","paka"
"","","ndege"
"","meanings","pigana"
"","","kushiriki katika mapambano ya vurugu"
"","meanings","deni"
"","","kuwa na wajibu wa kulipa au kulipwa"
"","meanings","panga"
"","","kuweka vitu nadhifu, vyenye kuvutia na katika mpangilio unaotakiwa"
"","meanings","wasiliana"
"","","shiriki au badili maelezo, habari, au mawazo"
"","meanings","kuumwa"
"","","yenye kusababishwa na ugonjwa wa mwili au akili"
"","meanings","tembelea"
"","","kwenda kuangalia na kutumia muda na mtu fulani"
"","meanings","kazi"
"","","shughuli inayofanywa kwa nguvu ya akili au mwili kufikia matokeo fulani"
"","meanings","nyumbani"
"","","sehemu mtu aishipo ya kudumu"
"","picture","meza"
"","picture","kitanda"
"","picture","sahani"
"","picture","simu"
"","words","njano"
"","words","familia"
"","words","kitu"
"","words","uzee"
"Binti_wa_Mflame_Kayanja","multiple_choice","mtoto wa Mfalme Kayanja alikua anaitwa nani?"
"","","Apenyo"
"","","Farida"
"","","Sarah"
"","","Beatrice"
"","multiple_choice","chifu Aludah alikubali kumpa nini Mfalme Kayanja"
"","","Nusu ya Utajiri wake"
"","","gari"
"","","kijiji"
"","","boksi"
"","multiple_choice","Trevor alimpa nini Katega ili wavuke mto?"
"","","kete yenye thamani"
"","","sarafu"
"","","jiwe"
"","","lulu"
"","fill_in_the_blanks","usiku huo Apenyo alitoroka"
"","","Alitoroka"
"","","Alirudi"
"","","Aliolewa"
"","","Aliumia"
"","fill_in_the_blanks","dhoruba kali ilianza na kusababisha mawimbi makubwa"
"","","dhoruba"
"","","mnyama"
"","","gari"
"","","mwanaume"
"","fill_in_the_blanks","Apenyo alikuwa msichana mrembo. Kila mwanmme alitaka kumwoa,"
"","","mrembo"
"","","mfupi"
"","","mrefu"
"","","mbaya"
"","meanings","manyunyu"
"","","mvua nyepesi ishukayo kwa matone"
"","meanings","thamani"
"","","thamani kubwa"
"","meanings","princess"
"","","binti wa mfalme"
"","meanings","kulinda"
"","","kiweke makini kisiharibiwe"
"","meanings","hasira"
"","","hasira kubwa sana"
"","meanings","jadili"
"","","kuongelea kitu fulani na watu"
"","meanings","hukumu"
"","","maamuzi ya mahakama ya sheria au hakimu"
"","meanings","maamuzi"
"","","hitimisho au azimio lililofikiwa baada ya kuridhia"
"","picture","daraja"
"","picture","kikapu"
"","picture","ngome"
"","picture","hazina sanduku"
"","picture","mawingu"
"","picture","kilima"
"","picture","Tai"
"","picture","sungura"
"","words","rafiki"
"","words","mahindi"
"","words","samehe"
"","words","mboga"
"bunty_and_bubbly","multiple_choice","Bunty anapenda kucheza na nini?"
"","","vipepeo"
"","","mwanasesere gari"
"","","mbwa"
"","","paka"
"","multiple_choice","kwanini Bunty alikataa kujisafisha?"
"","","kwasababu anachukia sabuni"
"","","kwasababu maji yalikua ya baridi"
"","","kwasababu alikua anaumwa"
"","","kwasababu alikua ameshajisafisha"
"","multiple_choice","mfalme Sabuni alishambulia nini?"
"","","Vijidudu"
"","","kupe"
"","","watoto"
"","","ndege"
"","fill_in_the_blanks","Anapenda kucheza na mashua iliyotengenezwa kutoka kwa makaratasi."
"","","mashua"
"","","taa"
"","","vibiriti"
"","","vitabu"
"","fill_in_the_blanks","Bunty anafukuzwa na vijidudu"
"","","vijidudu"
"","","magari"
"","","kunguru"
"","","mamba"
"","fill_in_the_blanks","Jeshi la povu linafukuza vijidudu mbali"
"","","povu"
"","","wavulana"
"","","wasichana"
"","","wanasesere"
"","meanings","piga kelele"
"","","kulia kwa kupaza sauti kuelezea maumivu unayoyapata"
"","meanings","kipepeo"
"","","mdudu mwenye mabawa mawili marefu"
"","meanings","ngome"
"","","jengo kubwa lenye kujengwa kwa kuta nene kwa ajili ya kulinda kitu fulani"
"","meanings","kataa"
"","","kuashiria au kuonyesha haupo tayari kufanya kitu fulani"
"","meanings","sugua"
"","","kumfuta mtu au kufuta kitu kwa nguvu ili kukisafisha"
"","meanings","vamia"
"","","kumfanyia adui shambulio la kijeshi kwa kutumia silaha au jeshi"
"","meanings","vijidudu"
"","","viumbe vidogo, hasahasa vinavyosababisha magonjwa"
"","meanings","ndoto"
"","","mkusanyiko wa fikra, picha na hisia vinavyotokea kwenye akili ya mtu akiwa amelala"
"","picture","mashua"
"","picture","ngome"
"","picture","kipepeo"
"","picture","ndege"
"","picture","vijidudu"
"","picture","sabuni"
"","picture","povu"
"","picture","mfalme"
"","words","karatasi"
"","words","mchanga"
"","words","usiku"
"","words","kuogopa"
"Demane_and_Demazane","multiple_choice","kwanini Demane na Demazane walitoroka nyumbani kwa kaka yao?"
"","","kwasababu walichapwa na kupatiwa uji mwepesi mara moja tu kwa siku"
"","","kwasababu walitaka kwenda mjini"
"","","kwasababu walitaka kuzurura"
"","","kwasababu walitaka kulamba lambalamba"
"","multiple_choice","Demane na Demazane waliishi wapi msituni?"
"","","pangoni"
"","","kwenye mti"
"","","kwenye shimo"
"","","mtoni"
"","multiple_choice"," nani alimchukua Demazane kutoka Pangoni"
"","","jitu kubwa lenye nywele mwili mzima"
"","","simba"
"","","nyani"
"","","sokwe"
"","fill_in_the_blanks","Demazane, Demazane, nimefika kwenye pango, nifungulie mlango, ndiye mimi si uongo,"
"","","nifungulie"
"","","niangalie"
"","","nirukie"
"","","niimbie"
"","fill_in_the_blanks","Alipokuwa akibebwa alimimina jivu lile njiani walikopitia."
"","","jivu"
"","","mawe"
"","","kahawa"
"","","maji"
"","fill_in_the_blanks","Demane aliubadilisha mkoba huo na wake uliojaa nyuki."
"","","nyuki"
"","","ndege"
"","","vipepeo"
"","","panya"
"","meanings","korongo"
"","","aina ya mnyama pori"
"","meanings","uji"
"","","ni chakula kinachotokana na unga uliochemshwa kwa maji au maziwa"
"","meanings","hoji"
"","","kutoa maana au ushahidi kutetea wazo fulani"
"","meanings","pango"
"","","sehemu iliyo wazi ardhini katika kilima au mwamba"
"","meanings","asali"
"","","maji maji mazito ya njano, matamu yatengenezwayo na nyuki"
"","meanings","yowe"
"","","kilio cha sauti ya juu cha maumivu. Uoga, hasira"
"","meanings","ahadi"
"","","tamko au uhakika kuwa kitu fulani kitafanyika"
"","meanings","mtego"
"","","ni kitu kilichotengezwa kwaajili ya kukamata mnyama au kitu"
"","picture","mlango"
"","picture","moto"
"","picture","pango"
"","picture","mti"
"","picture","mzinga"
"","picture","begi"
"","picture","panya"
"","picture","mbao"
"","words","nguvu"
"","words","yenye"
"","words","labda"
"","words","umbali"
"Fahali_na_Punda","multiple_choice","fahali alipendelea kufanya nini?"
"","","Alipenda kubaki nyumbani na kula nyasi, kunywa maji na kupumzika."
"","","kufanya kazi"
"","","kucheza"
"","","kulima shamba"
"","multiple_choice","punda alikua akibeba vitu na kupeleka wapi?"
"","","Sokoni"
"","","uwanjani"
"","","nyumbani"
"","","bustanini"
"","multiple_choice","lilikua wazo la nani kwa fahali kupumzika nyumbani?"
"","","punda"
"","","fahali"
"","","mkulima"
"","","mke wa mkulima"
"","fill_in_the_blanks","Punda na fahali walikua marafiki"
"","","marafiki"
"","","maadui"
"","","mtu na kaka yake"
